index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound,positive,negative,neutral_sentiment,anger,disgust,fear,joy,neutral,sadness,surprise
0,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",joe,Don't buy,The glue that holds the velcro drain closed is not even strong enough to hold the bag closed. The velcro holds but the glue on the bag let's go of the velcro and just opens in the middle of the night. This is not a one off either. Every pouch out of this lot has done it so far.,9/16/2024,1.0,Yes,0,-0.2146,0.0,0.031,0.969,0.012348184362053871,0.038200635462999344,0.0032011501025408506,0.001482951221987605,0.9206278324127197,0.007266839500516653,0.01687246561050415
1,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",Brezze,Decent & Affordable,"I've been using this product for a few month now...it works well for 2-3days.*2 cons: occasionally leakage & sometimes the built in air filter hits my stoma, which hurts & has caused me to bleed once. However the affordability has been a blessing.",4/9/2024,3.0,Yes,0,0.296,0.119,0.07,0.811,0.017937153577804565,0.012711958028376102,0.010760726407170296,0.05520061030983925,0.3806872069835663,0.3992907404899597,0.12341158837080002
2,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",MBWireman,Great product but always delayed,"I have a subscription for these every month for my nephew, and he hasn't had any problems with them. The only problem I do have is how often they are delayed. My nephew needs these asap. NOT the next day or the day after that!",4/30/2024,3.0,Yes,0,-0.3887,0.049,0.106,0.845,0.0283624529838562,0.009259628131985664,0.004357569385319948,0.004005875904113054,0.7285880446434021,0.05559879541397095,0.1698276698589325
3,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",Mel Rochelle G.B,"Sticking, fingerings it did not do!! The seal is forever leaking",Leaks all the time,10/19/2024,2.0,Yes,0,0.0,0.0,0.0,1.0,0.06230660155415535,0.015185331925749779,0.030682533979415894,0.0037134133744984865,0.7709599137306213,0.016941742971539497,0.10021039843559265
4,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",S King,Is there any such thing as a bag that does not smell???,"These bag are ok for home use, they do stick better than any I have tried. My problem is that EVERY SINGLE BRAND claims to be odor proof and NONE OF THEM ARE. This one is no exception.If anyone can recommend a brand that is one-piece and NO CLIPS, I would be greatly appreciative.",12/23/2023,3.0,Yes,0,0.5661,0.181,0.124,0.695,0.015100756660103798,0.022978128865361214,0.0011859204387292266,0.028489606454968452,0.9133663773536682,0.006585488095879555,0.012293769977986813
5,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",Joe David Zuniga,Too narrow,"Not as wide as Coloplast,if you have a small round stoma,these are great,,not good for oval,or 25cmx35 size stoma",3/15/2024,3.0,Yes,0,0.4404,0.146,0.0,0.854,0.0120316781103611,0.008099481463432312,0.00952506996691227,0.10121419280767441,0.270325630903244,0.27533450722694397,0.3234694004058838
6,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",Barbara Taylor,Clamps,Does not come with clamps.  Ordered by mistake but bags were neeeded immediately.  I did not have the option of returning for replacement.,8/4/2024,2.0,Yes,0,-0.1779,0.0,0.075,0.925,0.011354413814842701,0.009513972327113152,0.022621043026447296,0.0035719305742532015,0.13511371612548828,0.7267646193504333,0.09106027334928513
7,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",John R Morgan,Very leakage prone.,"In my case, they were leaking every time I used them. The adhesive bond between them and my skin would fail within hours, no matter how clean and dry my skin was. The one piece design was easier to apply than other brand's two piece design, but the rapid leaks outweighed that benefit.",6/15/2024,2.0,Yes,0,0.6059,0.15,0.066,0.784,0.14905716478824615,0.2157890945672989,0.02483789436519146,0.003908627666532993,0.5666694045066833,0.020103543996810913,0.019634293392300606
8,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",simplman,Every single bag has failed,Like the mesh so others can not see the contents. Like the filter. Sad part is every single bad has failed. After only a few hours and after only a little amount of waste the material on the skin side splits and waste leaks all over. Great design but overall bad material.,10/29/2023,3.0,Yes,4,-0.8265,0.098,0.239,0.664,0.007562037091702223,0.029049701988697052,0.0012635835446417332,0.020858360454440117,0.12726940214633942,0.7878155708312988,0.026181289926171303
9,"Carbou 20 PCS Colostomy Bags,Ostomy Supplies,One Piece Drainable Ostomy Pouch with Closure for Ileostomy Stoma Care, Cut-to-Fit","Wafer Size:1 to 2 1/2 inches, cut to fit",Gabby Gallagher,Good quality for the price.,"Bought these as I was running low on my supplies. Overall quality of the bags I would give 3 out of 5 stars. They stick well until they’re wet, (like most bags). I’ve noticed once they get wet they let out the odor that’s inside, outside. This box lasted me a little over a month, which I think is worth it for the price. I would definitely recommend to anyone who is in need of new bags or are running low on supplies. I would also suggest using a paste or the barrier rings with the bag as well to make it stick longer. Also note that you might have to use a clip on the closure as it does not hold as well as others.",7/20/2022,3.0,Yes,5,0.7717,0.107,0.046,0.847,0.016464754939079285,0.19431130588054657,0.005148421507328749,0.006462514866143465,0.7635821104049683,0.008157849311828613,0.005872979294508696
